code;destination;rate
37257495;estonia mobile others;14.28
37257501;estonia mobile emt;14.28
37257502;estonia mobile emt;14.28
37257503;estonia mobile emt;14.28
37257570;estonia mobile emt;14.28
37257702;estonia mobile emt;14.28
37257703;estonia mobile emt;14.28
37257704;estonia mobile emt;14.28
37257705;estonia mobile emt;14.28
3725780;estonia mobile emt;14.28
3725781;estonia mobile emt;14.28
3725782;estonia mobile emt;14.28
3725783;estonia mobile emt;14.28
3725784;estonia mobile emt;14.28
3725785;estonia mobile emt;14.28
3725786;estonia mobile emt;14.28
3725787;estonia mobile emt;14.28
37257880;estonia mobile emt;14.28
37257887;estonia mobile others;14.28
37257888;estonia mobile others;14.28
37257889;estonia mobile others;14.28
372580;estonia mobile tele2;14
372581;estonia mobile tele2;14
372582;estonia mobile tele2;14
372583;estonia mobile tele2;14
372584;estonia mobile tele2;14
372585;estonia mobile tele2;14
37258538;estonia mobile emt;14.28
37258539;estonia mobile emt;14.28
3725854;estonia mobile emt;14.28
3725855;estonia mobile emt;14.28
3725856;estonia mobile emt;14.28
3725857;estonia mobile emt;14.28
3725859;estonia mobile emt;14.28
372586;estonia mobile others;14.28
372587;estonia mobile emt;14.28
3725884;estonia mobile others;14.28
372590;estonia mobile emt;14.28
3725910;estonia mobile emt;14.28
3725911;estonia mobile emt;14.28
37259123;estonia mobile emt;14.28
37259124;estonia mobile emt;14.28
37259125;estonia mobile emt;14.28
37259126;estonia mobile emt;14.28
37259127;estonia mobile emt;14.28
37259128;estonia mobile emt;14.28
37259129;estonia mobile emt;14.28
37259145;estonia mobile emt;14.28
37259146;estonia mobile emt;14.28
37259147;estonia mobile emt;14.28
37259148;estonia mobile emt;14.28
37259149;estonia mobile emt;14.28
3725915;estonia mobile emt;14.28
3725916;estonia mobile emt;14.28
3725917;estonia mobile emt;14.28
3725918;estonia mobile emt;14.28
3725919;estonia mobile emt;14.28
37270;estonia 2;23.24
37281;estonia mobile top connect;13.72
37281010;estonia mobile top connect 3;23.24
37282;estonia mobile top connect;13.72
37283;estonia;13.72
37284;estonia;13.72
37285;estonia;13.72
373;moldova 3;11.76
373210;moldova pridnestrovie (transnistria);7.56
373215;moldova pridnestrovie (transnistria);7.56
373216;moldova pridnestrovie (transnistria);7.56
373219;moldova pridnestrovie (transnistria);7.56
37322;moldova chisinau;11.2
37323;moldova;11.2
37324;moldova;11.2
37325;moldova;11.2
37326;moldova;11.2
37327;moldova;11.2
37329;moldova;11.2
37330;moldova non geographical;10.08
373533;moldova pridnestrovie (transnistria);7.56
373552;moldova pridnestrovie (transnistria);7.56
373555;moldova pridnestrovie (transnistria);7.56
373557;moldova pridnestrovie (transnistria);7.56
373562;moldova pridnestrovie (transnistria);7.56
37360;moldova mobile orange;10.64
37361;moldova mobile orange;10.64
373671;moldova mobile moldtelecom cdma;10.08
373672;moldova mobile moldtelecom cdma;10.08
373673;moldova mobile moldtelecom cdma;10.08
373674;moldova mobile moldtelecom cdma;10.08
373675;moldova mobile moldtelecom cdma;10.08
373676;moldova mobile moldtelecom cdma;10.08
373677;moldova 2;10.08
37368;moldova mobile orange;10.64
37369;moldova mobile orange;10.64
37376;moldova mobile moldcell;10.64
37377;moldova pridnestrovie (transnistria) mobile;8.68
37378;moldova mobile moldcell;10.64
37379;moldova mobile moldcell;10.64
374;armenia 2;6.72
37410;armenia yerevan;6.72
3744;armenia;8.4
37443;armenia mobile armentel;8.4
37447;armenia nagorniy karabakh;3.92
3745;armenia;8.4
37455;armenia mobile orange;8.12
37460;armenia non geographical;7
37477;armenia mobile k-telecom (vivacell);8.12
3749;armenia;8.4
37491;armenia mobile armentel;8.4
37493;armenia mobile k-telecom (vivacell);8.12
37494;armenia mobile k-telecom (vivacell);8.12
37495;armenia mobile orange;8.12
37496;armenia mobile armentel;8.4
37497;armenia mobile nagorniy karabakh;5.6
37498;armenia mobile k-telecom (vivacell);8.12
37499;armenia mobile armentel;8.4
375;belarus;12.32
37525;belarus mobile best;12.04
375255;belarus mobile best;12.04
375256;belarus mobile best;12.04
375257;belarus mobile best;12.04
375259;belarus mobile best;12.04
37529;belarus mobile;12.04
375291;belarus mobile velcom;12.32
375292;belarus mobile mts;12.04
375293;belarus mobile velcom;12.32
375295;belarus mobile mts;12.04
375296;belarus mobile velcom;12.32
375297;belarus mobile mts;12.04
375298;belarus mobile mts;12.04
375299;belarus mobile velcom;12.32
37533;belarus mobile mts;12.04
37544;belarus mobile velcom;12.32
376;andorra;0.84
3763;andorra mobile;5.04
3764;andorra mobile;5.04
3765;andorra mobile;5.04
3766;andorra mobile;5.04
377;monaco;2.8
3774;monaco mobile 2;13.44
3776;monaco mobile;10.64
378;san marino;1.68
3786;san marino mobile;13.44
3787;san marino premium;46.76
38031;ukraine zakarpattia oblast;0.54
38032;ukraine lviv oblast;0.54
38033;ukraine volyn oblast;0.54
38034;ukraine ivano-frankivsk oblast;0.54
38035;ukraine ternopil oblast;0.54
38036;ukraine rivne oblast;0.54
38037;ukraine chernivtsi oblast;0.54
38038;ukraine khmelnytskyi oblast;0.54
38041;ukraine zhytomyr oblast;0.54
38043;ukraine vinnytsia oblast;0.54
38044;ukraine kyiv;0.54
38045;ukraine kyiv oblast;0.54
38046;ukraine chernihiv oblast;0.54
38047;ukraine cherkasy oblast;0.54
38048;ukraine odesa oblast;0.54
38050;ukraine mobile vodafone;0.9
38051;ukraine mykolaiv oblast;0.54
38052;ukraine kirovohrad oblast;0.54
38053;ukraine poltava oblast;0.54
38054;ukraine sumy oblast;0.54
38055;ukraine kherson oblast;0.54
38056;ukraine dnipropetrovsk oblast;0.54
38057;ukraine kharkiv oblast;0.54
38061;ukraine zaporizhzhia oblast;0.54
38062;ukraine donetsk oblast;0.54
38063;ukraine mobile lifecell;0.9
38064;ukraine luhansk oblast;0.54
38066;ukraine vodafone;0.9
38067;ukraine mobile kyivstar;0.9
38068;ukraine mobile kyivstar;0.9
38073;ukraine mobile lifecell;0.9
380891;ukraine datagroup;0.9
380892;ukraine ukrtelecom;0.9
380893;ukraine trcommunication;0.02
380894;ukraine atlantis telecm;0.9
380895;ukraine lincom-3000;0.9
380897;ukraine kyivstar;0.9
380899;ukraine velton telecom;0.9
38091;ukraine mobile trymob;0.9
38092;ukraine mobile telesystems of ukraine;0.9
38093;ukraine mobile lifecell;0.9
38094;ukraine mobile intertelecom;0.9
38095;ukraine mobile vodafone;0.9
38096;ukraine mobile kyivstar;0.9
38097;ukraine mobile kyivstar;0.9
38098;ukraine mobile kyivstar;0.9
38099;ukraine mobile vodafone;0.9
3811;serbia;14
3811051;serbia orion;11.48
38111410;serbia orion;11.48
38111411;serbia orion;11.48
38111412;serbia orion;11.48
38111414;serbia orion;11.48
3811341;serbia orion;11.48
3811661;serbia orion;11.48
3811739;serbia orion;11.48
38118310;serbia orion;11.48
3812;serbia;14
3812061;serbia orion;11.48
38121310;serbia 2;11.48
3813;serbia;14
3813161;serbia orion;11.48
3813331;serbia orion;11.48
381342100;serbia 2;11.48
3813621;serbia orion;11.48
38160;serbia mobile vip;13.16
38161;serbia mobile vip;13.16
38162;serbia mobile telenor;13.72
38163;serbia mobile telenor;13.72
38164;serbia mobile mts;13.16
38165;serbia mobile mts;13.16
38166;serbia mobile mts;13.16
38168;serbia mobile vip;13.16
38169;serbia mobile telenor;13.72
382;montenegro 2;15.96
38263;montenegro mobile promonte (telenor);15.4
38267;montenegro mobile t-mobile;15.4
38268;montenegro mobile mtel;15.12
38269;montenegro mobile promonte (telenor);15.4
38278;montenegro;6.44
38288;montenegro;6.44
385;croatia;14.84
3859;croatia 2;16.24
38591;croatia mobile vipnet;15.12
38592;croatia mobile vipnet (tomato);15.12
38595;croatia mobile tele2;15.68
38598;croatia t-mobile;16.24
38599;croatia t-mobile;16.24
386;slovenia 2;12.32
38612009;slovenia alternative networks;6.16
38612926;slovenia alternative networks;6.16
38612927;slovenia alternative networks;6.16
3861320;slovenia alternative networks;6.16
3861400;slovenia alternative networks;6.16
3861401;slovenia alternative networks;6.16
3861550;slovenia ljubljana;6.16
38615550;slovenia alternative networks;6.16
3861600;slovenia alternative networks;6.16
3861601;slovenia alternative networks;6.16
3861620;slovenia alternative networks;6.16
3861777;slovenia alternative networks;6.16
3861810;slovenia alternative networks;6.16
3861828;slovenia ljubljana;6.16
38618888;slovenia alternative networks;6.16
38622926;slovenia alternative networks;6.16
38622927;slovenia alternative networks;6.16
3862334;slovenia;6.16
38625552;slovenia alternative networks;6.16
3862600;slovenia alternative networks;6.16
3862620;slovenia alternative networks;6.16
3862621;slovenia alternative networks;6.16
3862707;slovenia alternative networks;6.16
3862820;slovenia alternative networks;6.16
3862828;slovenia;6.16
38628884;slovenia alternative networks;6.16
38630;slovenia mobile simobil;12.04
38631;slovenia mobile mobitel;12.6
38632926;slovenia alternative networks;6.16
38632927;slovenia alternative networks;6.16
38635550;slovenia alternative networks;6.16
3863600;slovenia alternative networks;6.16
3863620;slovenia alternative networks;6.16
3863715;slovenia;6.16
3863777;slovenia alternative networks;6.16
3863828;slovenia;6.16
3863830;slovenia alternative networks;6.16
38638888;slovenia alternative networks;6.16
38640;slovenia mobile simobil;12.04
38641;slovenia mobile mobitel;12.6
3864263;slovenia;6.16
38642926;slovenia alternative networks;6.16
38642927;slovenia alternative networks;6.16
38645550;slovenia alternative networks;6.16
3864600;slovenia alternative networks;6.16
3864620;slovenia alternative networks;6.16
3864777;slovenia alternative networks;6.16
3864828;slovenia;6.16
3864840;slovenia alternative networks;6.16
38651;slovenia mobile mobitel;12.6
38652926;slovenia alternative networks;6.16
38652927;slovenia alternative networks;6.16
38655550;slovenia alternative networks;6.16
3865600;slovenia alternative networks;6.16
3865620;slovenia alternative networks;6.16
3865632;slovenia;6.16
3865777;slovenia alternative networks;6.16
3865828;slovenia;6.16
3865850;slovenia alternative networks;6.16
38658888;slovenia alternative networks;6.16
386590;slovenia alternative networks;6.16
386591;slovenia alternative networks;6.16
3865920;slovenia alternative networks;6.16
3865921;slovenia alternative networks;6.16
3865922;slovenia alternative networks;6.16
386593;slovenia alternative networks;6.16
386594;slovenia alternative networks;6.16
386595;slovenia alternative networks;6.16
3865969;slovenia alternative networks;6.16
386597;slovenia alternative networks;6.16
38664;slovenia mobile t2;12.32
38668;slovenia mobile simobil;12.04
38670;slovenia mobile tusmobil;12.32
38672926;slovenia alternative networks;6.16
38672927;slovenia alternative networks;6.16
3867310;slovenia;6.16
38675550;slovenia alternative networks;6.16
3867600;slovenia alternative networks;6.16
3867620;slovenia alternative networks;6.16
3867777;slovenia alternative networks;6.16
3867828;slovenia;6.16
3867870;slovenia alternative networks;6.16
386815;slovenia;6.16
3868160;slovenia alternative networks;6.16
3868161;slovenia alternative networks;6.16
3868162;slovenia alternative networks;6.16
3868181;slovenia alternative networks;6.16
3868227;slovenia alternative networks;6.16
3868228;slovenia alternative networks;6.16
3868280;slovenia alternative networks;6.16
3868281;slovenia alternative networks;6.16
3868282;slovenia alternative networks;6.16
3868288;slovenia alternative networks;6.16
386833;slovenia mobile simobil;12.04
386838;slovenia alternative networks;6.16
3869800;slovenia mobile mobitel;12.6
3869801;slovenia mobile simobil;12.04
3869802;slovenia mobile tusmobil;12.32
3869803;slovenia mobile mobitel;12.6
3869804;slovenia alternative networks;6.16
3869805;slovenia alternative networks;6.16
3869806;slovenia alternative networks;6.16
3869807;slovenia mobile tusmobil;12.32
3869808;slovenia;6.16
3869810;slovenia alternative networks;6.16
3869812;slovenia alternative networks;6.16
3869813;slovenia alternative networks;6.16
3869814;slovenia mobile t2;12.32
3869815;slovenia alternative networks;6.16
3869816;slovenia alternative networks;6.16
3869817;slovenia mobile mobitel;12.6
3869818;slovenia mobile simobil;12.04
3869819;slovenia alternative networks;6.16
3869820;slovenia alternative networks;6.16
3869824;slovenia alternative networks;6.16
3869826;slovenia alternative networks;6.16
387;bosnia and herzegovina;6.44
3876;bosnia and herzegovina 2;14.56
389;macedonia 3;5.88
3897;macedonia 2;13.44
38970;macedonia mobile t-mobile;13.44
38971;macedonia mobile t-mobile;13.44
38972;macedonia mobile t-mobile;13.44
38975;macedonia mobile cosmofon;13.44
38976;macedonia mobile cosmofon;13.44
38977;macedonia mobile vip;13.44
38978;macedonia mobile vip;13.44
389800;macedonia;15.68
389888;macedonia mobile vip 2;15.68
39;italy 6;0.84
390;italy 2;0.56
393;italy;11.2
39310;italy 3;3.92
39313;italy mobile rfi;3.92
39319;italy 5;10.08
39320;italy mobile wind;3.36
39322;italy mobile wind;3.36
39323;italy mobile wind;3.36
39324;italy mobile wind;3.36
39327;italy mobile wind;3.36
39328;italy mobile wind;3.36
39329;italy mobile wind;3.36
39330;italy mobile tim;9.24
39331;italy mobile tim;9.24
39333;italy mobile tim;9.24
39334;italy mobile tim;9.24
39335;italy mobile tim;9.24
39336;italy mobile tim;9.24
39337;italy mobile tim;9.24
39338;italy mobile tim;9.24
39339;italy mobile tim;9.24
3934;italy mobile vodafone;9.52
39351;italy mobile lycamobile;3.64
39360;italy mobile tim;9.24
39361;italy mobile tim;9.24
39362;italy mobile tim;9.24
39363;italy mobile tim;9.24
39366;italy mobile tim;9.24
39368;italy mobile tim;9.24
39370;italy mobile tim;9.24
39373;italy mobile h3g;9.24
393755;italy 4;9.24
39377;italy mobile vodafone;9.52
39380;italy mobile wind;3.36
39382;italy mobile lycamobile;3.64
39383;italy mobile vodafone;9.52
39385;italy mobile tim;9.24
39388;italy mobile wind;3.36
39389;italy mobile wind;3.36
39390;italy mobile h3g;9.24
39391;italy mobile h3g;9.24
39392;italy mobile h3g;9.24
39393;italy mobile h3g;9.24
39397;italy mobile h3g;9.24
396;italy 2;0.56
39741;italy;11.2
40;romania;1.12
4021;romania bucharest;0.56
403;romania astrsl telecom;0.56
4031100;romania astrsl telecom;0.56
4031101;romania astrsl telecom;0.56
4031102;romania astrsl telecom;0.56
4031103;romania astrsl telecom;0.56
4031104;romania astrsl telecom;0.56
4031105;romania astrsl telecom;0.56
403112;romania astrsl telecom 2;1.12
4031579;romania astrsl telecom;0.56
403181;romania astrsl telecom;0.56
4033010;romania astrsl telecom;0.56
4033012;romania astrsl telecom 2;1.12
4033081;romania astrsl telecom;0.56
4033110;romania astrsl telecom;0.56
4033112;romania astrsl telecom 2;1.12
4033181;romania astrsl telecom;0.56
4033210;romania astrsl telecom;0.56
4033212;romania astrsl telecom 2;1.12
4033281;romania astrsl telecom;0.56
4033310;romania astrsl telecom;0.56
4033312;romania astrsl telecom 2;1.12
4033381;romania astrsl telecom;0.56
4033410;romania astrsl telecom;0.56
4033412;romania astrsl telecom 2;1.12
4033481;romania astrsl telecom;0.56
4033510;romania astrsl telecom;0.56
4033512;romania astrsl telecom 2;1.12
4033581;romania astrsl telecom;0.56
4033610;romania astrsl telecom;0.56
4033612;romania astrsl telecom 2;1.12
4033681;romania astrsl telecom;0.56
4033710;romania astrsl telecom;0.56
4033712;romania astrsl telecom 2;1.12
4033781;romania astrsl telecom;0.56
4033810;romania astrsl telecom;0.56
4033812;romania astrsl telecom 2;1.12
4033881;romania astrsl telecom;0.56
4033910;romania astrsl telecom;0.56
4033912;romania astrsl telecom 2;1.12
4033981;romania astrsl telecom;0.56
4034010;romania astrsl telecom;0.56
4034012;romania astrsl telecom 2;1.12
4034081;romania astrsl telecom;0.56
4034110;romania astrsl telecom;0.56
4034112;romania astrsl telecom 2;1.12
4034181;romania astrsl telecom;0.56
4034210;romania astrsl telecom;0.56
4034212;romania astrsl telecom 2;1.12
4034281;romania astrsl telecom;0.56
4034310;romania astrsl telecom;0.56
4034312;romania astrsl telecom 2;1.12
4034381;romania astrsl telecom;0.56
4034410;romania astrsl telecom;0.56
4034412;romania astrsl telecom 2;1.12
4034481;romania astrsl telecom;0.56
4034510;romania astrsl telecom;0.56
4034512;romania astrsl telecom 2;1.12
4034581;romania astrsl telecom;0.56
4034610;romania astrsl telecom;0.56
4034612;romania astrsl telecom 2;1.12
4034681;romania astrsl telecom;0.56
4034710;romania astrsl telecom;0.56
4034712;romania astrsl telecom 2;1.12
4034781;romania astrsl telecom;0.56
4034810;romania astrsl telecom;0.56
4034812;romania astrsl telecom 2;1.12
4034881;romania astrsl telecom;0.56
4034910;romania astrsl telecom;0.56
4034912;romania astrsl telecom 2;1.12
4034981;romania astrsl telecom;0.56
4035010;romania astrsl telecom;0.56
4035012;romania astrsl telecom 2;1.12
4035081;romania astrsl telecom;0.56
4035110;romania astrsl telecom;0.56
4035112;romania astrsl telecom 2;1.12
4035181;romania astrsl telecom;0.56
4035210;romania astrsl telecom;0.56
4035212;romania astrsl telecom 2;1.12
4035281;romania astrsl telecom;0.56
4035310;romania astrsl telecom;0.56
4035312;romania astrsl telecom 2;1.12
4035381;romania astrsl telecom;0.56
4035410;romania astrsl telecom;0.56
4035412;romania astrsl telecom 2;1.12
4035481;romania astrsl telecom;0.56
4035510;romania astrsl telecom;0.56
4035512;romania astrsl telecom 2;1.12
4035581;romania astrsl telecom;0.56
4035610;romania astrsl telecom;0.56
4035611;romania astrsl telecom;0.56
4035612;romania astrsl telecom 2;1.12
4035681;romania astrsl telecom;0.56
4035710;romania astrsl telecom;0.56
4035712;romania astrsl telecom 2;1.12
4035781;romania astrsl telecom;0.56
4035810;romania astrsl telecom;0.56
4035812;romania astrsl telecom 2;1.12
4035881;romania astrsl telecom;0.56
4035910;romania astrsl telecom;0.56
4035912;romania astrsl telecom 2;1.12
4035981;romania astrsl telecom;0.56
4036010;romania astrsl telecom;0.56
4036012;romania astrsl telecom 2;1.12
4036081;romania astrsl telecom;0.56
4036110;romania astrsl telecom;0.56
4036112;romania astrsl telecom 2;1.12
4036181;romania astrsl telecom;0.56
4036210;romania astrsl telecom;0.56
4036212;romania astrsl telecom 2;1.12
4036281;romania astrsl telecom;0.56
4036310;romania astrsl telecom;0.56
4036312;romania astrsl telecom 2;1.12
4036381;romania astrsl telecom;0.56
4036410;romania astrsl telecom;0.56
4036411;romania astrsl telecom;0.56
4036412;romania astrsl telecom 2;1.12
4036481;romania astrsl telecom;0.56
4036510;romania astrsl telecom;0.56
4036512;romania astrsl telecom 2;1.12
4036581;romania astrsl telecom;0.56
4036610;romania astrsl telecom;0.56
4036612;romania astrsl telecom 2;1.12
4036681;romania astrsl telecom;0.56
4036710;romania astrsl telecom;0.56
4036712;romania astrsl telecom 2;1.12
4036781;romania astrsl telecom;0.56
4036810;romania astrsl telecom;0.56
4036812;romania astrsl telecom 2;1.12
4036881;romania astrsl telecom;0.56
4036910;romania astrsl telecom;0.56
4036912;romania astrsl telecom 2;1.12
4036981;romania astrsl telecom;0.56
403710;romania astrsl telecom 2;1.12
403711;romania astrsl telecom 2;1.12
403712;romania astrsl telecom 2;1.12
403713;romania astrsl telecom 2;1.12
403714;romania astrsl telecom 2;1.12
40372;romania astrsl telecom 2;1.12
40374;romania astrsl telecom;0.56
4037661;romania astrsl telecom;0.56
4037662;romania astrsl telecom;0.56
40700;romania;1.12
40701;romania mobile lyca;1.12
40711;romania;1.12
4072;romania mobile vodafone;1.12
4073;romania mobile vodafone;1.12
4074;romania mobile orange;1.12
4075;romania mobile orange;1.12
4076;romania mobile cosmote;1.12
4077;romania mobile digi;1.12
4078;romania mobile telemobil;1.12
40784;romania mobile cosmote;1.12
40785;romania mobile cosmote;1.12
40786;romania mobile cosmote;1.12
40799;romania mobile vodafone;1.12
41;switzerland 2;0.84
4158;switzerland corporate 2;1.12
4174;switzerland mobile paging;13.44
4175;switzerland mobile 2;14.84
4176;switzerland mobile sunrise 3;14.84
41760;switzerland mobile sunrise;14.56
41761;switzerland mobile sunrise;14.56
41762;switzerland mobile sunrise;14.56
41763;switzerland mobile sunrise;14.56
41764;switzerland mobile sunrise;14.56
41765;switzerland mobile sunrise;14.56
41766;switzerland mobile sunrise;14.56
41767;switzerland mobile sunrise;14.56
41768;switzerland mobile sunrise;14.56
417690;switzerland mobile sunrise;14.56
417691;switzerland mobile sunrise;14.56
417692;switzerland mobile sunrise;14.56
417693;switzerland mobile sunrise;14.56
417694;switzerland mobile sunrise;14.56
417695;switzerland mobile sunrise;14.56
417696;switzerland mobile sunrise;14.56
417697;switzerland mobile sunrise;14.56
4177;switzerland mobile 2;14.84
41772;switzerland mobile sunrise;14.56
417720;switzerland mobile sunrise;14.56
417721;switzerland mobile sunrise;14.56
417722;switzerland mobile sunrise;14.56
417723;switzerland mobile sunrise;14.56
417724;switzerland mobile sunrise;14.56
417725;switzerland mobile sunrise;14.56
417726;switzerland mobile sunrise;14.56
417727;switzerland mobile sunrise;14.56
417728;switzerland mobile sunrise;14.56
417730;switzerland mobile;15.68
417731;switzerland mobile sunrise 2;15.68
4177357;switzerland mobile;15.68
41774;switzerland mobile swisscom;14
41775;switzerland mobile swisscom;14
41779;switzerland mobile lycatel;4.48
4178;switzerland mobile orange;14.84
41790;switzerland mobile swisscom;14
41791;switzerland mobile swisscom;14
41792;switzerland mobile swisscom;14
41793;switzerland mobile swisscom;14
41794;switzerland mobile swisscom;14
41795;switzerland mobile swisscom;14
41796;switzerland mobile swisscom;14
41797;switzerland mobile swisscom;14
41798;switzerland mobile swisscom;14
417990;switzerland mobile swisscom;14
417991;switzerland mobile swisscom;14
417992;switzerland mobile swisscom;14
417993;switzerland mobile swisscom;14
417994;switzerland mobile swisscom;14
417995;switzerland mobile swisscom;14
417996;switzerland mobile swisscom;14
417997;switzerland mobile swisscom 2;14.84
417998;switzerland mobile swisscom 2;14.84
417999;switzerland mobile swisscom 2;14.84
4184;switzerland corporate;14.84
4186;switzerland mobile 2;14.84
41860;switzerland mobile 3;15.12
41860760;switzerland mobile sunrise;14.56
41860761;switzerland mobile sunrise;14.56
41860762;switzerland mobile sunrise;14.56
41860763;switzerland mobile sunrise;14.56
41860764;switzerland mobile sunrise;14.56
41860765;switzerland mobile sunrise;14.56
41860766;switzerland mobile sunrise;14.56
41860767;switzerland mobile sunrise;14.56
41860768;switzerland mobile sunrise;14.56
418607690;switzerland mobile sunrise;14.56
418607691;switzerland mobile sunrise;14.56
418607692;switzerland mobile sunrise;14.56
418607693;switzerland mobile sunrise;14.56
418607694;switzerland mobile sunrise;14.56
418607695;switzerland mobile sunrise;14.56
418607696;switzerland mobile sunrise;14.56
418607697;switzerland mobile sunrise;14.56
41860772;switzerland mobile sunrise;14.56
418607720;switzerland mobile sunrise;14.56
418607721;switzerland mobile sunrise;14.56
418607722;switzerland mobile sunrise;14.56
418607723;switzerland mobile sunrise;14.56
418607724;switzerland mobile sunrise;14.56
418607725;switzerland mobile sunrise;14.56
418607726;switzerland mobile sunrise;14.56
418607727;switzerland mobile sunrise;14.56
418607728;switzerland mobile sunrise;14.56
418607730;switzerland mobile;15.68
418607731;switzerland mobile sunrise 2;15.68
4186077357;switzerland mobile;15.68
41860774;switzerland mobile swisscom;14
41860775;switzerland mobile swisscom;14
41860779;switzerland mobile lycatel;4.48
4186078;switzerland mobile orange;14.84
41860790;switzerland mobile swisscom;14
41860791;switzerland mobile swisscom;14
41860792;switzerland mobile swisscom;14
41860793;switzerland mobile swisscom;14
41860794;switzerland mobile swisscom;14
41860795;switzerland mobile swisscom;14
41860796;switzerland mobile swisscom;14
41860797;switzerland mobile swisscom;14
41860798;switzerland mobile swisscom;14
418607990;switzerland mobile swisscom;14
418607991;switzerland mobile swisscom;14
418607992;switzerland mobile swisscom;14
418607993;switzerland mobile swisscom;14
418607994;switzerland mobile swisscom;14
418607995;switzerland mobile swisscom;14
418607996;switzerland mobile swisscom;14
4187;switzerland corporate;14.84
4190;switzerland;1.12
420;czech republic;3.36
420601;czech republic mobile o2;3.08
420602;czech republic mobile o2;3.08
420603;czech republic mobile t-mobile;3.08
420604;czech republic mobile t-mobile;3.08
420605;czech republic mobile t-mobile;3.08
420606;czech republic mobile o2;3.08
420607;czech republic mobile o2;3.08
420608;czech republic mobile vodafone;3.36
420702;czech republic mobile o2;3.08
420703;czech republic mobile other;3.08
420705;czech republic mobile other;3.08
42072;czech republic mobile o2;3.08
42073;czech republic mobile t-mobile;3.08
42077;czech republic mobile vodafone;3.36
4207910;czech republic mobile travel;3.08
42093;czech republic mobile t-mobile;3.08
420962;czech republic mobile o2;3.08
420963;czech republic mobile t-mobile;3.08
420964;czech republic mobile t-mobile;3.08
420965;czech republic mobile t-mobile;3.08
420966;czech republic mobile o2;3.08
420967;czech republic mobile vodafone;3.36
421;slovakia 3;1.68
42116;slovakia 2;1.4
42118;slovakia 2;1.4
42119;slovakia 2;1.4
421238;slovakia bratislava;0.56
421239;slovakia bratislava;0.56
4213138;slovakia;0.56
4213139;slovakia;0.56
4213238;slovakia;0.56
4213239;slovakia;0.56
4213338;slovakia;0.56
4213339;slovakia;0.56
4213438;slovakia;0.56
4213439;slovakia;0.56
4213538;slovakia;0.56
4213539;slovakia;0.56
4213638;slovakia;0.56
4213639;slovakia;0.56
4213738;slovakia;0.56
4213739;slovakia;0.56
4213838;slovakia;0.56
4213839;slovakia;0.56
4214138;slovakia;0.56
4214139;slovakia;0.56
4214238;slovakia;0.56
4214239;slovakia;0.56
4214338;slovakia;0.56
4214339;slovakia;0.56
4214438;slovakia;0.56
4214439;slovakia;0.56
4214538;slovakia;0.56
4214539;slovakia;0.56
4214638;slovakia;0.56
4214639;slovakia;0.56
4214738;slovakia;0.56
4214739;slovakia;0.56
4214838;slovakia;0.56
4214839;slovakia;0.56
4215138;slovakia;0.56
4215139;slovakia;0.56
4215238;slovakia;0.56
4215239;slovakia;0.56
4215338;slovakia;0.56
4215339;slovakia;0.56
4215438;slovakia;0.56
4215439;slovakia;0.56
4215538;slovakia;0.56
4215539;slovakia;0.56
4215638;slovakia;0.56
4215639;slovakia;0.56
4215738;slovakia;0.56
4215739;slovakia;0.56
4215838;slovakia;0.56
4215839;slovakia;0.56
421601;slovakia 2;1.4
421650;slovakia 2;1.4
421651;slovakia 2;1.4
421652;slovakia 2;1.4
421653;slovakia 2;1.4
421654;slovakia 2;1.4
421690;slovakia 2;1.4
421691;slovakia 2;1.4
421692;slovakia 2;1.4
421693;slovakia 2;1.4
421694;slovakia 2;1.4
421695;slovakia 2;1.4
421696;slovakia 2;1.4
421901;slovakia mobile t-mobile;1.96
421902;slovakia mobile t-mobile;1.96
421903;slovakia mobile t-mobile;1.96
421904;slovakia mobile t-mobile;1.96
421905;slovakia mobile orange;2.52
421906;slovakia mobile orange;2.52
421907;slovakia mobile orange;2.52
421908;slovakia mobile orange;2.52
421910;slovakia mobile t-mobile;1.96
421911;slovakia mobile t-mobile;1.96
421912;slovakia mobile t-mobile;1.96
421914;slovakia mobile t-mobile;1.96
421915;slovakia mobile orange;2.52
421916;slovakia mobile orange;2.52
421917;slovakia mobile orange;2.52
421918;slovakia mobile orange;2.52
421919;slovakia mobile orange;2.52
421940;slovakia mobile o2;2.52
421944;slovakia mobile o2;2.52
421945;slovakia mobile orange;2.52
421948;slovakia mobile o2;2.52
421949;slovakia mobile o2;2.52
42196;slovakia 2;1.4
423;liechtenstein 2;2.8
4236;liechtenstein mobile mobility;18.76
42369;liechtenstein mobile;6.72
4237;liechtenstein mobile;6.72
4238;liechtenstein;18.76
4239;liechtenstein;18.76
43;austria 2;4.76
43644;austria mobile mobilkom (a1);9.24
4365;austria;9.24
43650;austria mobile telering;9.24
4366;austria;9.24
43660;austria mobile hutchison 3g;9.24
43664;austria mobile mobilkom (a1);9.24
4367;austria;9.24
43676;austria mobile t-mobile;9.24
43677;austria mobile t-mobile;9.24
4367833;austria mobile hutchison 3g;9.24
4367890;austria mobile hutchison 3g;9.24
4367891;austria mobile hutchison 3g;9.24
4368;austria;9.24
43680;austria mobile mobilkom (a1);9.24
43681;austria mobile yess;9.24
43688;austria mobile mobilkom (a1);9.24
4368864;austria mobile mobilkom (a1);9.24
4369;austria;9.24
43699;austria mobile one;9.24
